file,labels
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-53.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(887)(0)D-6.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(944)(940)E-19.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-60.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(1872)(0)G-8.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2191)(0)D-9.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(477)(0)C-1.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2136)(0)B-6.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2189)(0)B-18.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-87.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-121.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1033)(0)E-7.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1032)(0)D-7.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(781)(0)A-23.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Oxa.O.pes.cX400wF(1738)(0)F-15.png,polar_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2135)(0)A-5.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2189)(0)B-3.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1030)(0)B-3.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/x40 f (6)-4.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(944)(940)E-23.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-4.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2190)(0)C-11.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(2962)(0)H-18.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Oxa.O.pes.cX400wF(1735)(0)C-2.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-2.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(885)(0)B-10.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2190)(0)C-12.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-1.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2190)(0)C-7.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2019)(0)D-35.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(478)(0)D-8.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(781)(0)A-25.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2138)(0)D-6.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(479)(0)E-5.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4978)(0)A-22.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(947)(0)H-2.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/Myr.E.camaX400wF(2962)(0)H-21.png,polar_triangular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(889)(0)F-42.png,polar_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5357)(0)C-3.png,polar_tricircular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(889)(0)F-39.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-20.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2139)(0)E-27.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-42.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2150)(0)A-12.png,equatorial_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5356)(0)B-18.png,polar_tricircular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2137)(0)C-5.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Oxa.O.pes.cX400wF(1733)(0)A-1.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/x40 f (1)-3.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-25.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1031)(0)C-8.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2151)(0)B-9.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2191)(0)D-5.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-20.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(943)(990)C-1.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Api.F.comX400wF(2136)(0)B-12.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(783)(0)C-11.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-6.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-61.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2018)(0)C-11.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-3.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.T.capX400wF(1029)(0)A-25.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-11.png,polar_circular
